0.095,1288,0
0.100,1284,0
0.105,1284,0
0.110,1287,0
0.115,1277,0
0.120,1259.5,0
0.125,1246,0
0.130,1243.5,0
0.135,1253,0
0.140,1256,0
0.145,1234.5,0
0.150,1231.5,0
0.155,1216,0
0.160,1089,1282
0.165,1011.2,0
0.170,1011.2,0
0.175,940,0
0.180,872,1282
0.185,909,1282
0.190,928,1267.2
0.195,949.5,1275
0.200,887.5,1275
0.205,835.2,1259.2
0.210,646.2,1221.2
0.215,544,1221.2
0.220,315,1129.2
0.225,383.2,1121.2
0.230,314.8,1052.2
0.235,355,983.2
0.240,401.5,845.2
0.245,479,868.2
0.250,528.5,707
0.255,476,393
0.260,671.2,423.5
0.265,751.2,216.2
0.270,881.2,262.2
0.275,971.2,239.5
0.280,1067.2,347.5
0.285,1138.5,285.2
0.290,1123.5,201
0.295,1203.2,208.5
0.300,1203.2,93.5
0.305,1241.2,538.2
0.310,1250,684.2
0.315,1275,830.2
0.320,1281,1098.2
0.325,0,1152.2
0.330,0,1244.2
0.335,0,1236.2
0.340,0,1282.2
